branch,fold,horizon,formulation,bundle,round,pool_hash,fit_label_cutoff,available_by,excluded_families,pool_families,pool_max_source_available_ord,pool_n_copies,status,n_fit,n_fit_used,fit_max_target_ord,model_kind
augmented,2026,0,residual,X3,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,4487,24308.0,xgboost
augmented,2026,0,residual,X4,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,1481,24284.0,xgboost
augmented,2026,0,residual,X4,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,2492,24290.0,xgboost
augmented,2026,0,residual,X4,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,3542,24296.0,xgboost
augmented,2026,0,residual,X4,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,4419,24303.0,xgboost
augmented,2026,0,residual,X4,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,4483,24306.0,xgboost
augmented,2026,0,residual,X4,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,4487,24308.0,xgboost
augmented,2026,0,residual,X5,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,1481,24284.0,xgboost
augmented,2026,0,residual,X5,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,2492,24290.0,xgboost
augmented,2026,0,residual,X5,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,3542,24296.0,xgboost
augmented,2026,0,residual,X5,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,4419,24303.0,xgboost
augmented,2026,0,residual,X5,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,4483,24306.0,xgboost
augmented,2026,0,residual,X5,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,4487,24308.0,xgboost
augmented,2026,0,residual,X6,24288,0e1a9b867d5d3317,24287,24288,anl:65024769,anl:33607389;anl:54775925;anl:59090932,24283,995,ok,2013,1481,24284.0,xgboost
augmented,2026,0,residual,X6,24294,06bbf3f493918671,24293,24294,anl:69455744,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,2492,24290.0,xgboost
augmented,2026,0,residual,X6,24303,14b12e083d1338fc,24302,24303,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,3542,24296.0,xgboost
augmented,2026,0,residual,X6,24306,65cf5e9b378cc89b,24305,24306,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,4419,24303.0,xgboost
augmented,2026,0,residual,X6,24308,cf2cb11ae7a4d526,24307,24308,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,4483,24306.0,xgboost
augmented,2026,0,residual,X6,24309,021e3e6ce78fcd41,24308,24309,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07;local:2025-09,24308,2415,ok,5115,4487,24308.0,xgboost
original,2025,3,direct,X1,24283,5a913353fbb92e24,24280,24280,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,0,ok,1390,1390,24278.0,xgboost
original,2025,3,direct,X1,24288,a82a40720821133a,24285,24285,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,0,ok,1738,1738,24283.0,xgboost
original,2025,3,direct,X1,24294,f280c9f3ad5b0f89,24291,24291,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,0,ok,2093,2093,24288.0,xgboost
original,2025,3,residual,X1,24283,5a913353fbb92e24,24280,24280,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,0,ok,1390,686,24278.0,xgboost
original,2025,3,residual,X1,24288,a82a40720821133a,24285,24285,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,0,ok,1738,963,24283.0,xgboost
original,2025,3,residual,X1,24294,f280c9f3ad5b0f89,24291,24291,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,0,ok,2093,1300,24288.0,xgboost
augmented,2025,3,direct,X3,24283,81d18d0367d696e6,24280,24280,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,3411,24278.0,xgboost
augmented,2025,3,direct,X3,24288,660ef6aaba7f9c30,24285,24285,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,4107,24284.0,xgboost
augmented,2025,3,direct,X3,24294,fa2c0f1d2af8eecf,24291,24291,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,5172,24290.0,xgboost
augmented,2025,3,residual,X3,24283,81d18d0367d696e6,24280,24280,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,1904,24278.0,xgboost
augmented,2025,3,residual,X3,24288,660ef6aaba7f9c30,24285,24285,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932,24283,2369,ok,4107,2458,24284.0,xgboost
augmented,2025,3,residual,X3,24294,fa2c0f1d2af8eecf,24291,24291,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,3079,ok,5172,3469,24290.0,xgboost
original,2026,3,direct,X6,24306,d3f7254e57e7c770,24303,24303,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,0,ok,2632,2632,24303.0,xgboost
original,2026,3,direct,X6,24308,d3f7254e57e7c770,24305,24305,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,0,ok,2632,2632,24303.0,xgboost
original,2026,3,direct,X6,24309,695f6814c0dc2c73,24306,24306,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,0,ok,2696,2696,24306.0,xgboost
original,2026,3,direct,X4,24306,d3f7254e57e7c770,24303,24303,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,0,ok,2632,2632,24303.0,xgboost
original,2026,3,direct,X4,24308,d3f7254e57e7c770,24305,24305,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,0,ok,2632,2632,24303.0,xgboost
original,2026,3,direct,X4,24309,695f6814c0dc2c73,24306,24306,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,0,ok,2696,2696,24306.0,xgboost
original,2026,3,residual,X4,24306,d3f7254e57e7c770,24303,24303,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,0,ok,2632,2187,24303.0,xgboost
original,2026,3,residual,X4,24308,d3f7254e57e7c770,24305,24305,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,0,ok,2632,2187,24303.0,xgboost
original,2026,3,residual,X4,24309,695f6814c0dc2c73,24306,24306,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,0,ok,2696,2251,24306.0,xgboost
augmented,2026,3,direct,X3,24306,65cf5e9b378cc89b,24303,24303,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,3,direct,X3,24308,65cf5e9b378cc89b,24305,24305,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,3,direct,X3,24309,cf2cb11ae7a4d526,24306,24306,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,5111,24306.0,xgboost
augmented,2026,3,direct,X2,24306,65cf5e9b378cc89b,24303,24303,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,3,direct,X2,24308,65cf5e9b378cc89b,24305,24305,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,3,direct,X2,24309,cf2cb11ae7a4d526,24306,24306,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,5111,24306.0,xgboost
augmented,2026,3,residual,X2,24306,65cf5e9b378cc89b,24303,24303,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,4410,24303.0,xgboost
augmented,2026,3,residual,X2,24308,65cf5e9b378cc89b,24305,24305,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,4410,24303.0,xgboost
augmented,2026,3,residual,X2,24309,cf2cb11ae7a4d526,24306,24306,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04;local:2025-07,24306,2415,ok,5111,4474,24306.0,xgboost
original,2025,6,direct,X1,24283,3c9eea5c4fa01276,24277,24277,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,0,ok,1068,1068,24276.0,xgboost
original,2025,6,direct,X1,24288,5a913353fbb92e24,24282,24282,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,0,ok,1390,1390,24278.0,xgboost
original,2025,6,direct,X1,24294,f280c9f3ad5b0f89,24288,24288,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,0,ok,2093,2093,24288.0,xgboost
original,2025,6,residual,X1,24283,3c9eea5c4fa01276,24277,24277,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,0,ok,1068,323,24276.0,xgboost
original,2025,6,residual,X1,24288,5a913353fbb92e24,24282,24282,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,0,ok,1390,363,24278.0,xgboost
original,2025,6,residual,X1,24294,f280c9f3ad5b0f89,24288,24288,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,0,ok,2093,640,24288.0,xgboost
augmented,2025,6,direct,X3,24283,fb00985208968514,24277,24277,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,2790,24277.0,xgboost
augmented,2025,6,direct,X3,24288,81d18d0367d696e6,24282,24282,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,3411,24278.0,xgboost
augmented,2025,6,direct,X3,24294,d77efbf8a6f6240f,24288,24288,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,2369,ok,4462,4462,24288.0,xgboost
augmented,2025,6,residual,X3,24283,fb00985208968514,24277,24277,anl:59090932,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1722,ok,2790,629,24277.0,xgboost
augmented,2025,6,residual,X3,24288,81d18d0367d696e6,24282,24282,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,935,24278.0,xgboost
augmented,2025,6,residual,X3,24294,d77efbf8a6f6240f,24288,24288,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,2369,ok,4462,1489,24288.0,xgboost
original,2026,6,direct,X6,24306,fa20093c92f172f1,24300,24300,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,0,ok,1728,1728,24294.0,xgboost
original,2026,6,direct,X6,24308,fa20093c92f172f1,24302,24302,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,0,ok,1728,1728,24294.0,xgboost
original,2026,6,direct,X6,24309,d3f7254e57e7c770,24303,24303,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,0,ok,2632,2632,24303.0,xgboost
original,2026,6,direct,X4,24306,fa20093c92f172f1,24300,24300,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,0,ok,1728,1728,24294.0,xgboost
original,2026,6,direct,X4,24308,fa20093c92f172f1,24302,24302,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,0,ok,1728,1728,24294.0,xgboost
original,2026,6,direct,X4,24309,d3f7254e57e7c770,24303,24303,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,0,ok,2632,2632,24303.0,xgboost
original,2026,6,residual,X4,24306,fa20093c92f172f1,24300,24300,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,0,ok,1728,973,24294.0,xgboost
original,2026,6,residual,X4,24308,fa20093c92f172f1,24302,24302,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,0,ok,1728,973,24294.0,xgboost
original,2026,6,residual,X4,24309,d3f7254e57e7c770,24303,24303,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,0,ok,2632,1850,24303.0,xgboost
augmented,2026,6,direct,X3,24306,14b12e083d1338fc,24300,24300,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,4143,24296.0,xgboost
augmented,2026,6,direct,X3,24308,14b12e083d1338fc,24302,24302,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,4143,24296.0,xgboost
augmented,2026,6,direct,X3,24309,65cf5e9b378cc89b,24303,24303,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,6,direct,X2,24306,14b12e083d1338fc,24300,24300,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,4143,24296.0,xgboost
augmented,2026,6,direct,X2,24308,14b12e083d1338fc,24302,24302,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,4143,24296.0,xgboost
augmented,2026,6,direct,X2,24309,65cf5e9b378cc89b,24303,24303,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,5047,24303.0,xgboost
augmented,2026,6,residual,X2,24306,14b12e083d1338fc,24300,24300,local:2025-07,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,3196,24296.0,xgboost
augmented,2026,6,residual,X2,24308,14b12e083d1338fc,24302,24302,local:2025-09,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744,24294,2415,ok,4143,3196,24296.0,xgboost
augmented,2026,6,residual,X2,24309,65cf5e9b378cc89b,24303,24303,local:2025-10,anl:33607389;anl:54775925;anl:59090932;anl:65024769;anl:69455744;local:2025-04,24303,2415,ok,5047,4073,24303.0,xgboost
original,2025,12,direct,X1,24278,68694a6b0184ce2c,24266,24266,anl:54775925,anl:24755659,24264,0,ok,15,15,24264.0,xgboost
original,2025,12,direct,X1,24283,4ca43882626dc62e,24271,24271,anl:59090932,anl:24755659;anl:25817951;anl:26601265,24270,0,ok,372,372,24270.0,xgboost
original,2025,12,direct,X1,24288,3c9eea5c4fa01276,24276,24276,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,0,ok,1068,1068,24276.0,xgboost
original,2025,12,residual,X1,24278,68694a6b0184ce2c,24266,24266,anl:54775925,anl:24755659,24264,0,unsupported,15,0,,
original,2025,12,residual,X1,24283,4ca43882626dc62e,24271,24271,anl:59090932,anl:24755659;anl:25817951;anl:26601265,24270,0,unsupported,372,0,,
original,2025,12,residual,X1,24288,3c9eea5c4fa01276,24276,24276,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,0,unsupported,1068,0,,
augmented,2025,12,direct,X3,24278,68694a6b0184ce2c,24266,24266,anl:54775925,anl:24755659,24264,0,ok,15,15,24264.0,xgboost
augmented,2025,12,direct,X3,24283,73b5de2ce0e9cad8,24271,24271,anl:59090932,anl:24755659;anl:25817951;anl:26601265,24270,339,ok,711,711,24271.0,xgboost
augmented,2025,12,direct,X3,24288,a55b1156e627eeb9,24276,24276,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1374,ok,2442,2442,24276.0,xgboost
augmented,2025,12,residual,X3,24278,68694a6b0184ce2c,24266,24266,anl:54775925,anl:24755659,24264,0,unsupported,15,0,,
augmented,2025,12,residual,X3,24283,73b5de2ce0e9cad8,24271,24271,anl:59090932,anl:24755659;anl:25817951;anl:26601265,24270,339,unsupported,711,0,,
augmented,2025,12,residual,X3,24288,a55b1156e627eeb9,24276,24276,anl:65024769,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389,24276,1374,unsupported,2442,0,,
original,2025,12,direct,X1,24294,5a913353fbb92e24,24282,24282,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,0,ok,1390,1390,24278.0,xgboost
original,2025,12,residual,X1,24294,5a913353fbb92e24,24282,24282,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,0,unsupported,1390,0,,
augmented,2025,12,direct,X3,24294,81d18d0367d696e6,24282,24282,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,ok,3411,3411,24278.0,xgboost
augmented,2025,12,residual,X3,24294,81d18d0367d696e6,24282,24282,anl:69455744,anl:24755659;anl:25817951;anl:26601265;anl:26777665;anl:33607389;anl:54775925,24278,2021,unsupported,3411,0,,
original,2026,12,direct,X6,24288,1fcaacc41ae2ce08,24276,24276,anl:65024769,anl:33607389,24276,0,ok,348,348,24276.0,xgboost
original,2026,12,direct,X6,24294,f38e1b73fc488b75,24282,24282,anl:69455744,anl:33607389;anl:54775925,24278,0,ok,670,670,24278.0,xgboost
original,2026,12,direct,X6,24303,a00b1a6ed251d15a,24291,24291,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,0,ok,1373,1373,24288.0,xgboost
original,2026,12,direct,X4,24288,1fcaacc41ae2ce08,24276,24276,anl:65024769,anl:33607389,24276,0,ok,348,348,24276.0,xgboost
original,2026,12,direct,X4,24294,f38e1b73fc488b75,24282,24282,anl:69455744,anl:33607389;anl:54775925,24278,0,ok,670,670,24278.0,xgboost
original,2026,12,direct,X4,24303,a00b1a6ed251d15a,24291,24291,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,0,ok,1373,1373,24288.0,xgboost
original,2026,12,residual,X4,24288,1fcaacc41ae2ce08,24276,24276,anl:65024769,anl:33607389,24276,0,unsupported,348,0,,
original,2026,12,residual,X4,24294,f38e1b73fc488b75,24282,24282,anl:69455744,anl:33607389;anl:54775925,24278,0,unsupported,670,0,,
original,2026,12,residual,X4,24303,a00b1a6ed251d15a,24291,24291,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,0,ok,1373,12,24288.0,xgboost
augmented,2026,12,direct,X3,24288,1fcaacc41ae2ce08,24276,24276,anl:65024769,anl:33607389,24276,0,ok,348,348,24276.0,xgboost
augmented,2026,12,direct,X3,24294,3c89833ec1add19f,24282,24282,anl:69455744,anl:33607389;anl:54775925,24278,647,ok,1317,1317,24278.0,xgboost
augmented,2026,12,direct,X3,24303,06bbf3f493918671,24291,24291,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,3078,24290.0,xgboost
augmented,2026,12,direct,X2,24288,1fcaacc41ae2ce08,24276,24276,anl:65024769,anl:33607389,24276,0,ok,348,348,24276.0,xgboost
augmented,2026,12,direct,X2,24294,3c89833ec1add19f,24282,24282,anl:69455744,anl:33607389;anl:54775925,24278,647,ok,1317,1317,24278.0,xgboost
augmented,2026,12,direct,X2,24303,06bbf3f493918671,24291,24291,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,3078,24290.0,xgboost
augmented,2026,12,residual,X2,24288,1fcaacc41ae2ce08,24276,24276,anl:65024769,anl:33607389,24276,0,unsupported,348,0,,
augmented,2026,12,residual,X2,24294,3c89833ec1add19f,24282,24282,anl:69455744,anl:33607389;anl:54775925,24278,647,unsupported,1317,0,,
augmented,2026,12,residual,X2,24303,06bbf3f493918671,24291,24291,local:2025-04,anl:33607389;anl:54775925;anl:59090932;anl:65024769,24288,1705,ok,3078,296,24290.0,xgboost
